r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
52.856102,100,218.803858,0.67,2.0,52.86,0.06,94.0,6.0,86.0,6.0,2.0,0.0,374.5,2.98,28.95,0.66,1.08
66.27807,100,220.088715,0.79,1.0,66.28,0.05,95.0,5.0,95.0,0.0,0.0,0.0,250.45,12.19,14.97,0.26,0.68
63.61753,100,222.36263,0.69,3.0,63.62,0.04,96.0,4.0,96.0,0.0,0.0,0.0,296.36,8.59,21.92,0.39,0.35
41.65678,100,224.734511,-1.0,2.0,41.66,0.19,81.0,19.0,81.0,0.0,0.0,0.0,251.9,4.6,22.68,0.23,0.93
58.784,100,226.469872,0.7,3.0,58.78,0.06,94.0,6.0,94.0,0.0,0.0,0.0,311.5,2.19,36.24,0.58,0.57
67.88363,100,228.103951,0.71,1.0,67.88,0.0,100.0,0.0,100.0,0.0,0.0,0.0,321.84,6.56,24.7,0.58,0.86
51.39098,100,230.450476,0.8,3.0,51.39,0.14,86.0,14.0,86.0,0.0,0.0,0.0,240.4,1.73,32.95,0.4,0.36
65.14456,100,232.895945,0.71,2.0,65.14,0.02,98.0,2.0,95.0,1.0,2.0,0.0,315.54,7.91,19.13,0.62,0.82
32.969273,100,234.733618,0.74,3.0,32.97,0.24,76.0,24.0,76.0,0.0,0.0,0.0,251.15,5.88,20.24,0.48,0.92
28.580618,100,235.934062,0.76,2.0,28.58,0.26,74.0,26.0,71.0,0.0,1.0,2.0,263.16,1.2,29.7,0.38,0.73
64.904396,100,237.819791,0.71,0.0,64.9,0.02,98.0,2.0,94.0,2.0,2.0,0.0,317.99,15.83,9.89,0.74,0.45
48.977676,100,240.850547,-1.0,0.0,48.98,0.17,83.0,17.0,79.0,3.0,0.0,1.0,205.88,3.36,29.59,0.27,0.93
72.123695,100,242.569398,0.74,1.0,72.12,0.02,98.0,2.0,94.0,1.0,2.0,1.0,244.39,3.86,34.64,0.4,1.02
61.506886,100,245.063273,0.73,2.0,61.51,0.06,94.0,6.0,87.0,4.0,0.0,3.0,282.56,12.47,13.35,0.39,0.57
39.712532,100,246.510917,-1.0,1.0,39.71,0.21,79.0,21.0,72.0,0.0,2.0,5.0,232.26,1.94,30.6,0.38,0.45
68.01109,100,247.83393,0.64,1.0,68.01,0.0,100.0,0.0,100.0,0.0,0.0,0.0,320.57,10.08,18.45,0.36,0.5
72.575485,100,249.360063,0.77,3.0,72.58,0.01,99.0,1.0,99.0,0.0,0.0,0.0,257.56,10.91,14.69,0.52,0.43
73.06669,100,250.519613,0.77,2.0,73.07,0.02,98.0,2.0,98.0,0.0,0.0,0.0,234.78,7.06,27.32,0.18,0.42
70.30862,100,251.996881,0.74,1.0,70.31,0.02,98.0,2.0,96.0,1.0,1.0,0.0,262.89,7.61,21.68,0.56,0.39
70.79733,100,253.295841,0.75,3.0,70.8,0.01,99.0,1.0,98.0,1.0,0.0,0.0,275.5,6.88,25.57,0.33,0.7
73.974205,100,254.49176,0.74,3.0,73.97,0.02,98.0,2.0,93.0,2.0,2.0,1.0,266.3,2.0,36.67,0.7,0.34
59.990788,100,255.800282,0.73,0.0,59.99,0.06,94.0,6.0,91.0,2.0,0.0,1.0,298.67,4.4,26.01,0.53,0.39
43.487152,100,257.036487,-1.0,6.0,43.49,0.14,86.0,14.0,75.0,3.0,4.0,4.0,332.21,14.53,9.56,0.62,0.39
32.199223,100,258.40786,0.63,0.0,32.2,0.18,82.0,18.0,60.0,11.0,5.0,6.0,388.43,10.59,12.17,0.38,0.39
65.15564,100,259.568146,0.71,2.0,65.16,0.04,96.0,4.0,96.0,0.0,0.0,0.0,280.35,15.06,9.91,0.73,0.41
72.08635,100,261.580234,0.74,2.0,72.09,0.01,99.0,1.0,98.0,1.0,0.0,0.0,262.49,15.4,10.31,0.72,0.36
39.715885,100,262.820365,-1.0,7.0,39.72,0.17,83.0,17.0,73.0,2.0,4.0,4.0,317.36,7.95,18.12,0.36,0.39
47.830452,100,264.259263,0.86,1.0,47.83,0.18,82.0,18.0,71.0,4.0,5.0,2.0,197.99,2.54,29.38,0.2,0.37
72.2244,100,266.223918,0.75,3.0,72.22,0.01,99.0,1.0,99.0,0.0,0.0,0.0,261.1,13.09,15.45,0.63,0.49
48.385845,100,267.836908,0.67,2.0,48.39,0.12,88.0,12.0,86.0,1.0,0.0,1.0,314.48,4.76,27.24,0.4,0.55
58.949783,100,269.726678,0.86,1.0,58.95,0.12,88.0,12.0,84.0,2.0,1.0,1.0,194.56,13.27,11.86,0.37,0.55
78.093956,100,271.055196,0.79,2.0,78.09,0.01,99.0,1.0,97.0,0.0,2.0,0.0,201.87,7.47,17.77,0.7,0.4
71.85382,100,272.950034,0.71,2.0,71.85,0.0,100.0,0.0,100.0,0.0,0.0,0.0,282.18,7.79,18.82,0.51,0.39
75.86239,100,274.412836,0.79,3.0,75.86,0.01,99.0,1.0,99.0,0.0,0.0,0.0,224.39,7.93,18.24,0.69,0.79
69.24176,100,275.769425,0.71,0.0,69.24,0.0,100.0,0.0,100.0,0.0,0.0,0.0,308.27,8.89,16.53,0.67,0.36
61.27554,100,277.043364,0.57,0.0,61.28,0.0,100.0,0.0,99.0,1.0,0.0,0.0,387.86,11.26,20.51,0.52,0.37
63.060646,100,278.470462,0.71,1.0,63.06,0.04,96.0,4.0,93.0,1.0,2.0,0.0,302.15,13.34,13.01,0.41,0.32
70.86955,100,279.606394,0.74,0.0,70.87,0.01,99.0,1.0,98.0,0.0,0.0,1.0,274.77,7.27,20.32,0.52,0.35
17.87559,100,280.690136,0.68,1.0,17.88,0.29,71.0,29.0,70.0,0.0,1.0,0.0,340.44,3.28,21.5,0.39,0.35
81.308784,100,281.858163,0.84,3.0,81.31,0.0,100.0,0.0,99.0,0.0,0.0,1.0,187.72,13.5,13.19,0.45,0.34
74.27893,100,284.81178,0.73,3.0,74.28,0.0,100.0,0.0,100.0,0.0,0.0,0.0,257.95,15.52,9.1,0.31,0.45
77.40223,100,288.234566,0.74,0.0,77.4,0.0,100.0,0.0,100.0,0.0,0.0,0.0,226.75,8.44,25.99,0.31,1.09
69.99211,100,291.516863,0.73,1.0,69.99,0.0,100.0,0.0,97.0,2.0,0.0,1.0,300.78,7.92,18.05,0.72,1.26
23.450836,100,293.693184,0.73,1.0,23.45,0.27,73.0,27.0,72.0,0.0,0.0,1.0,309.58,3.58,22.86,0.48,1.04
67.32261,100,294.770024,0.73,2.0,67.32,0.07,93.0,7.0,85.0,4.0,4.0,0.0,201.63,4.97,26.87,0.27,0.41
57.283207,100,296.645837,0.68,0.0,57.28,0.05,95.0,5.0,92.0,2.0,0.0,1.0,345.04,4.8,24.99,0.45,0.35
61.440136,100,298.677649,0.64,0.0,61.44,0.0,100.0,0.0,100.0,0.0,0.0,0.0,386.21,9.44,14.67,0.53,0.46
58.830997,100,301.049191,0.77,2.0,58.83,0.15,85.0,15.0,85.0,0.0,0.0,0.0,273.3,1.55,31.32,0.5,0.7
66.01303,100,303.752918,0.67,0.0,66.01,0.0,100.0,0.0,100.0,0.0,0.0,0.0,340.53,15.4,11.98,0.73,0.72
58.784004,100,306.88452,0.68,1.0,58.78,0.08,92.0,8.0,92.0,0.0,0.0,0.0,274.81,6.71,21.08,0.16,0.58
71.32271,100,308.046659,0.65,0.0,71.32,0.0,100.0,0.0,100.0,0.0,0.0,0.0,287.49,4.92,27.98,0.15,0.87
71.26202,100,309.34842,0.78,1.0,71.26,0.01,99.0,1.0,99.0,0.0,0.0,0.0,270.81,12.34,13.31,0.31,0.34
68.62416,100,311.325753,0.64,3.0,68.62,0.01,99.0,1.0,99.0,0.0,0.0,0.0,297.43,8.61,20.04,0.24,0.41
42.948963,100,313.904526,0.68,1.0,42.95,0.17,83.0,17.0,83.0,0.0,0.0,0.0,278.45,2.12,31.41,0.31,0.82
53.740635,100,316.768368,0.5,0.0,53.74,0.08,92.0,8.0,92.0,0.0,0.0,0.0,329.58,5.97,29.24,0.45,0.88
68.70132,100,320.06961,0.76,0.0,68.7,0.02,98.0,2.0,98.0,0.0,0.0,0.0,279.28,14.95,10.33,0.59,1.11
55.880596,100,322.887815,0.57,2.0,55.88,0.03,97.0,3.0,97.0,0.0,0.0,0.0,393.59,11.71,13.7,0.48,0.88
68.13839,100,325.096469,0.75,3.0,68.14,0.0,100.0,0.0,100.0,0.0,0.0,0.0,319.3,12.16,16.64,0.15,0.95
63.78701,100,326.160484,0.67,2.0,63.79,0.0,100.0,0.0,100.0,0.0,0.0,0.0,362.77,7.84,20.4,0.4,0.32
67.846504,100,328.783042,0.67,2.0,67.85,0.0,100.0,0.0,100.0,0.0,0.0,0.0,322.21,12.98,16.14,0.61,0.33
61.342545,100,330.892307,0.6,3.0,61.34,0.01,99.0,1.0,99.0,0.0,0.0,0.0,370.91,10.2,18.82,0.35,0.63
61.22028,100,332.981959,0.67,3.0,61.22,0.0,100.0,0.0,100.0,0.0,0.0,0.0,388.41,8.8,22.65,0.27,0.72
41.41709,100,334.345326,-1.0,0.0,41.42,0.15,85.0,15.0,85.0,0.0,0.0,0.0,336.93,2.66,31.95,0.39,0.36
27.378271,100,336.811704,0.41,1.0,27.38,0.12,88.0,12.0,88.0,0.0,0.0,0.0,552.97,6.73,21.65,0.41,0.39
54.62692,100,339.412798,0.62,2.0,54.63,0.0,100.0,0.0,100.0,0.0,0.0,0.0,454.28,5.88,29.53,0.36,0.84
58.14864,100,343.003059,0.6,3.0,58.15,0.03,97.0,3.0,97.0,0.0,0.0,0.0,370.23,13.0,15.56,0.55,0.99
63.10755,100,345.898782,0.63,1.0,63.11,0.0,100.0,0.0,100.0,0.0,0.0,0.0,369.56,13.56,10.6,0.54,1.11
50.335262,100,349.299524,0.55,0.0,50.34,0.02,98.0,2.0,98.0,0.0,0.0,0.0,466.5,5.53,25.36,0.29,1.0
66.97751,100,351.814771,0.73,0.0,66.98,0.0,100.0,0.0,100.0,0.0,0.0,0.0,330.9,6.88,24.15,0.4,1.1
63.554947,100,354.177198,0.66,0.0,63.55,0.02,98.0,2.0,98.0,0.0,0.0,0.0,331.74,14.23,13.77,0.63,0.54
44.870823,100,356.834527,0.63,0.0,44.87,0.17,83.0,17.0,83.0,0.0,0.0,0.0,255.31,2.73,28.92,0.32,0.83
57.52564,100,360.295728,0.6,0.0,57.53,0.02,98.0,2.0,98.0,0.0,0.0,0.0,393.2,13.77,11.79,0.66,1.05
68.9592,100,363.86248,0.6,0.0,68.96,0.0,100.0,0.0,100.0,0.0,0.0,0.0,311.1,13.36,11.46,0.54,1.1
47.67201,100,367.004485,0.49,2.0,47.67,0.04,96.0,4.0,96.0,0.0,0.0,0.0,462.29,3.72,33.71,0.67,1.04
59.694157,100,369.496801,0.65,3.0,59.69,0.03,97.0,3.0,97.0,0.0,0.0,0.0,354.31,3.21,34.94,0.57,1.02
65.43491,100,372.013567,0.66,1.0,65.43,0.0,100.0,0.0,100.0,0.0,0.0,0.0,346.31,7.52,22.31,0.72,0.42
58.672718,100,375.038094,0.53,2.0,58.67,0.0,100.0,0.0,100.0,0.0,0.0,0.0,413.86,7.8,18.16,0.53,0.77
46.181454,100,377.861858,0.65,3.0,46.18,0.13,87.0,13.0,87.0,0.0,0.0,0.0,320.43,5.83,19.75,0.56,0.97
54.58162,100,380.405939,0.7,2.0,54.58,0.07,93.0,7.0,93.0,0.0,0.0,0.0,338.49,9.29,16.58,0.58,0.71
55.717846,100,382.764328,0.81,0.0,55.72,0.08,92.0,8.0,92.0,0.0,0.0,0.0,308.11,3.51,31.62,0.28,0.88
65.39747,100,384.435125,0.63,0.0,65.4,0.0,100.0,0.0,100.0,0.0,0.0,0.0,346.68,10.64,16.97,0.26,0.77
67.58323,100,386.650388,0.67,3.0,67.58,0.01,99.0,1.0,99.0,0.0,0.0,0.0,307.93,12.93,13.82,0.48,0.59
30.689985,100,388.390517,0.59,2.0,30.69,0.15,85.0,15.0,85.0,0.0,0.0,0.0,463.01,4.34,25.16,0.37,0.67
60.17111,100,389.704458,0.78,3.0,60.17,0.08,92.0,8.0,90.0,0.0,2.0,0.0,259.75,5.56,23.78,0.48,0.45
77.81694,100,391.022978,0.85,1.0,77.82,0.01,99.0,1.0,97.0,0.0,1.0,1.0,204.67,10.22,17.24,0.36,0.35
64.76881,100,393.408257,0.74,0.0,64.77,0.1,90.0,10.0,88.0,0.0,0.0,2.0,258.87,1.93,31.31,0.6,0.47
66.97109,100,396.460447,0.74,3.0,66.97,0.06,94.0,6.0,93.0,0.0,1.0,0.0,224.49,6.66,17.74,0.45,0.98
56.240425,100,399.684966,0.78,3.0,56.24,0.13,87.0,13.0,82.0,1.0,2.0,2.0,204.93,5.68,29.18,0.15,1.02
68.57351,100,402.826173,0.62,0.0,68.57,0.0,100.0,0.0,100.0,0.0,0.0,0.0,314.95,12.16,12.74,0.47,1.02
26.555891,100,405.899073,0.68,1.0,26.56,0.27,73.0,27.0,73.0,0.0,0.0,0.0,267.09,1.33,25.47,0.29,0.99
49.369324,100,408.887947,0.65,1.0,49.37,0.07,93.0,7.0,92.0,1.0,0.0,0.0,394.48,7.15,32.99,0.59,0.94
15.935319,100,411.457888,0.68,0.0,15.94,0.3,70.0,30.0,70.0,0.0,0.0,0.0,344.44,2.11,28.57,0.51,0.98
48.047153,100,414.294027,0.59,5.0,48.05,0.06,94.0,6.0,81.0,6.0,5.0,2.0,425.6,4.67,26.76,0.39,0.95
70.6217,100,416.971126,-1.0,3.0,70.62,0.02,98.0,2.0,98.0,0.0,0.0,0.0,259.7,6.24,24.56,0.39,0.85
60.399734,100,420.250279,0.78,2.0,60.4,0.11,89.0,11.0,83.0,0.0,2.0,4.0,198.56,5.73,18.07,0.46,1.01
54.754475,100,423.330541,0.68,2.0,54.75,0.08,92.0,8.0,85.0,3.0,1.0,3.0,318.57,2.41,36.1,0.59,0.99
53.49817,100,426.611094,0.65,2.0,53.5,0.05,95.0,5.0,87.0,3.0,3.0,2.0,384.85,6.61,19.43,0.56,0.99
25.756104,100,429.808828,0.62,1.0,25.76,0.23,77.0,23.0,68.0,1.0,4.0,4.0,367.44,2.04,36.75,0.42,1.01
53.622456,100,433.186354,0.64,3.0,53.62,0.07,93.0,7.0,78.0,4.0,6.0,5.0,348.8,9.72,17.81,0.52,0.78
60.37355,100,437.26508,0.65,3.0,60.37,0.04,96.0,4.0,96.0,0.0,0.0,0.0,330.11,5.94,23.43,0.61,0.93
42.31558,100,440.409033,-1.0,2.0,42.32,0.09,91.0,9.0,87.0,2.0,2.0,0.0,436.66,2.3,26.64,0.56,1.1
53.65024,100,443.515954,0.84,3.0,53.65,0.15,85.0,15.0,83.0,0.0,1.0,1.0,193.16,2.78,28.49,0.45,1.04
48.96231,100,446.745119,0.85,3.0,48.96,0.18,82.0,18.0,82.0,0.0,0.0,0.0,184.2,9.79,17.04,0.49,1.02
31.248837,100,449.863569,0.77,3.0,31.25,0.25,75.0,25.0,74.0,1.0,0.0,0.0,250.77,2.02,32.92,0.5,0.99
63.055275,100,453.293207,0.67,0.0,63.06,0.02,98.0,2.0,98.0,0.0,0.0,0.0,336.83,7.2,25.14,0.27,1.02
58.864395,100,457.083281,-1.0,0.0,58.86,0.03,97.0,3.0,93.0,2.0,0.0,2.0,362.86,14.44,11.56,0.45,0.88
76.9453,100,460.15033,0.78,1.0,76.95,0.0,100.0,0.0,100.0,0.0,0.0,0.0,231.32,11.24,14.79,0.44,1.12
66.219086,100,462.50329,0.71,2.0,66.22,0.02,98.0,2.0,98.0,0.0,0.0,0.0,304.58,4.0,37.77,0.46,0.99
68.139366,100,464.805529,0.68,1.0,68.14,0.0,100.0,0.0,100.0,0.0,0.0,0.0,319.29,4.0,31.0,0.75,0.91
63.75702,100,468.120589,0.64,3.0,63.76,0.0,100.0,0.0,100.0,0.0,0.0,0.0,363.07,7.96,15.68,0.74,1.11
66.94511,100,471.549826,0.72,3.0,66.95,0.0,100.0,0.0,100.0,0.0,0.0,0.0,331.22,10.8,13.71,0.59,1.05
71.94987,100,474.808928,0.76,3.0,71.95,0.01,99.0,1.0,99.0,0.0,0.0,0.0,263.87,5.54,27.01,0.34,1.04
67.88391,100,478.013463,0.7,0.0,67.88,0.01,99.0,1.0,99.0,0.0,0.0,0.0,304.9,6.14,30.79,0.5,1.0
46.18693,100,480.995644,0.49,2.0,46.19,0.03,97.0,3.0,96.0,0.0,0.0,1.0,493.43,3.46,44.32,0.55,1.02
72.895004,100,483.791183,0.74,0.0,72.89,0.0,100.0,0.0,100.0,0.0,0.0,0.0,271.78,4.72,29.35,0.63,1.01
78.32572,100,486.540906,0.79,1.0,78.33,0.0,100.0,0.0,100.0,0.0,0.0,0.0,217.53,9.04,15.36,0.45,1.01
27.831696,100,489.505973,0.62,1.0,27.83,0.22,78.0,22.0,78.0,0.0,0.0,0.0,361.77,3.78,22.65,0.38,0.94
68.42527,100,492.375826,0.71,2.0,68.43,0.0,100.0,0.0,100.0,0.0,0.0,0.0,316.43,10.24,17.41,0.48,0.97
29.580606,100,495.798173,0.66,2.0,29.58,0.26,74.0,26.0,73.0,1.0,0.0,0.0,249.66,1.38,28.35,0.7,1.06
45.237167,100,498.922585,0.63,1.0,45.24,0.1,90.0,10.0,64.0,6.0,11.0,9.0,386.87,13.11,11.92,0.6,1.02
25.227242,100,502.03679,-1.0,4.0,25.23,0.22,78.0,22.0,46.0,12.0,12.0,8.0,395.13,11.32,9.61,0.46,1.06
61.25323,100,505.504534,0.74,1.0,61.25,0.06,94.0,6.0,85.0,8.0,0.0,1.0,285.26,4.98,25.4,0.58,1.1
33.904926,100,509.111808,0.58,1.0,33.9,0.16,84.0,16.0,57.0,11.0,5.0,11.0,406.49,3.06,26.04,0.53,1.08
68.44447,100,512.381541,0.84,0.0,68.44,0.08,92.0,8.0,88.0,1.0,2.0,1.0,169.91,3.21,36.08,0.62,1.01
67.242165,100,516.11577,0.76,3.0,67.24,0.05,95.0,5.0,91.0,0.0,2.0,2.0,240.32,3.02,38.14,0.56,1.1
69.226135,100,519.678997,0.81,1.0,69.23,0.06,94.0,6.0,88.0,2.0,2.0,2.0,200.52,7.36,18.38,0.63,1.03
